month,level_1,level_2,value
1995-02,All Items,Food Excl Food Serving Services,63.901
1995-02,All Items,Food Serving Services,64.837
1995-02,All Items,Clothing & Footwear,94.019
1995-02,All Items,Housing & Utilities,68.818
1995-02,All Items,Household Durables & Services,80.613
1995-02,All Items,Health Care,56.329
1995-02,All Items,Transport,73.839
1995-02,All Items,Communication,122.614
1995-02,All Items,Recreation & Culture,88.896
1995-02,All Items,Education,44.968
1995-02,All Items,Miscellaneous Goods & Services,66.597
1995-03,All Items,Food,63.82
1995-03,All Items,Food Excl Food Serving Services,61.902
1995-03,All Items,Food Serving Services,65.172
1995-03,All Items,Clothing & Footwear,94.406
1995-03,All Items,Housing & Utilities,68.893
1995-03,All Items,Household Durables & Services,82.353
1995-03,All Items,Health Care,56.336
1995-03,All Items,Transport,73.171
1995-03,All Items,Communication,122.411
1995-03,All Items,Recreation & Culture,89.017
1995-03,All Items,Education,45.05
1995-03,All Items,Miscellaneous Goods & Services,66.785
1995-04,All Items,Food,64.044
1995-04,All Items,Food Excl Food Serving Services,61.995
1995-04,All Items,Food Serving Services,65.521
1995-04,All Items,Clothing & Footwear,94.823
1995-04,All Items,Housing & Utilities,69.024
1995-04,All Items,Household Durables & Services,84.224
1995-04,All Items,Health Care,56.36
1995-04,All Items,Transport,74.014
1995-04,All Items,Communication,123.265
1995-04,All Items,Recreation & Culture,89.013
1995-04,All Items,Education,45.056
1995-04,All Items,Miscellaneous Goods & Services,66.732
1995-05,All Items,Food,64.18
1995-05,All Items,Food Excl Food Serving Services,62.004
1995-05,All Items,Food Serving Services,65.778
1995-05,All Items,Clothing & Footwear,94.916
1995-05,All Items,Housing & Utilities,69.176
1995-05,All Items,Household Durables & Services,84.592
1995-05,All Items,Health Care,56.376
1995-05,All Items,Transport,75.372
1995-05,All Items,Communication,122.334
1995-05,All Items,Recreation & Culture,88.955
1995-05,All Items,Education,45.072
1995-05,All Items,Miscellaneous Goods & Services,66.721
1995-06,All Items,Food,63.934
1995-06,All Items,Food Excl Food Serving Services,61.48
1995-06,All Items,Food Serving Services,65.801
1995-06,All Items,Clothing & Footwear,94.732
1995-06,All Items,Housing & Utilities,69.33
1995-06,All Items,Household Durables & Services,84.9
1995-06,All Items,Health Care,56.382
1995-06,All Items,Transport,76.014
1995-06,All Items,Communication,122.334
1995-06,All Items,Recreation & Culture,89.747
1995-06,All Items,Education,45.082
1995-06,All Items,Miscellaneous Goods & Services,66.686
1995-07,All Items,Food,64.593
1995-07,All Items,Food Excl Food Serving Services,62.759
1995-07,All Items,Food Serving Services,65.86
1995-07,All Items,Clothing & Footwear,93.051
1995-07,All Items,Housing & Utilities,69.287
1995-07,All Items,Household Durables & Services,84.863
1995-07,All Items,Health Care,56.381
1995-07,All Items,Transport,75.079
1995-07,All Items,Communication,122.128
1995-07,All Items,Recreation & Culture,87.88
1995-07,All Items,Education,46.008
1995-07,All Items,Miscellaneous Goods & Services,66.282
1995-08,All Items,Food,64.726
1995-08,All Items,Food Excl Food Serving Services,62.931
1995-08,All Items,Food Serving Services,65.954
1995-08,All Items,Clothing & Footwear,93.697
1995-08,All Items,Housing & Utilities,69.289
1995-08,All Items,Household Durables & Services,84.867
1995-08,All Items,Health Care,56.831
1995-08,All Items,Transport,74.582
1995-08,All Items,Communication,122.306
1995-08,All Items,Recreation & Culture,87.664
1995-08,All Items,Education,46.066
1995-08,All Items,Miscellaneous Goods & Services,66.437
1995-09,All Items,Food,64.321
1995-09,All Items,Food Excl Food Serving Services,62.046
1995-09,All Items,Food Serving Services,66.014
1995-09,All Items,Clothing & Footwear,94.87
1995-09,All Items,Housing & Utilities,69.288
1995-09,All Items,Household Durables & Services,84.676
1995-09,All Items,Health Care,56.848
1995-09,All Items,Transport,74.643
1995-09,All Items,Communication,122.306
1995-09,All Items,Recreation & Culture,88.568
1995-09,All Items,Education,46.082
1995-09,All Items,Miscellaneous Goods & Services,66.706
1995-10,All Items,Food,64.192
1995-10,All Items,Food Excl Food Serving Services,61.749
1995-10,All Items,Food Serving Services,66.047
1995-10,All Items,Clothing & Footwear,94.108
1995-10,All Items,Housing & Utilities,69.29
1995-10,All Items,Household Durables & Services,84.61
1995-10,All Items,Health Care,56.876
1995-10,All Items,Transport,75.75
1995-10,All Items,Communication,122.026
1995-10,All Items,Recreation & Culture,88.634
1995-10,All Items,Education,46.122
1995-10,All Items,Miscellaneous Goods & Services,66.676
1995-11,All Items,Food,64.58
1995-11,All Items,Food Excl Food Serving Services,62.304
1995-11,All Items,Food Serving Services,66.271
1995-11,All Items,Clothing & Footwear,94.446
1995-11,All Items,Housing & Utilities,69.291
1995-11,All Items,Household Durables & Services,84.443
1995-11,All Items,Health Care,56.872
1995-11,All Items,Transport,75.544
1995-11,All Items,Communication,121.848
1995-11,All Items,Recreation & Culture,88.561
1995-11,All Items,Education,46.125
1995-11,All Items,Miscellaneous Goods & Services,67.382
1995-12,All Items,Food,64.319
1995-12,All Items,Food Excl Food Serving Services,61.694
1995-12,All Items,Food Serving Services,66.347
1995-12,All Items,Clothing & Footwear,94.486
1995-12,All Items,Housing & Utilities,69.295
1995-12,All Items,Household Durables & Services,84.467
1995-12,All Items,Health Care,56.873
1995-12,All Items,Transport,74.054
1995-12,All Items,Communication,121.848
1995-12,All Items,Recreation & Culture,88.868
1995-12,All Items,Education,46.127
1995-12,All Items,Miscellaneous Goods & Services,67.362
1996-01,All Items,Food,64.578
1996-01,All Items,Food Excl Food Serving Services,62.111
1996-01,All Items,Food Serving Services,66.453
1996-01,All Items,Clothing & Footwear,94.871
1996-01,All Items,Housing & Utilities,69.366
1996-01,All Items,Household Durables & Services,84.38
1996-01,All Items,Health Care,57.06
1996-01,All Items,Transport,74.362
1996-01,All Items,Communication,122.026
1996-01,All Items,Recreation & Culture,88.626
1996-01,All Items,Education,47.008
1996-01,All Items,Miscellaneous Goods & Services,67.357
1996-02,All Items,Food,65.687
1996-02,All Items,Food Excl Food Serving Services,64.265
1996-02,All Items,Food Serving Services,66.55
1996-02,All Items,Clothing & Footwear,94.803
1996-02,All Items,Housing & Utilities,69.642
1996-02,All Items,Household Durables & Services,84.372
1996-02,All Items,Health Care,57.207
1996-02,All Items,Transport,74.792
1996-02,All Items,Communication,122.026
1996-02,All Items,Recreation & Culture,89.747
1996-02,All Items,Education,47.008
1996-02,All Items,Miscellaneous Goods & Services,67.486
1996-03,All Items,Food,64.732
1996-03,All Items,Food Excl Food Serving Services,61.951
1996-03,All Items,Food Serving Services,66.907
1996-03,All Items,Clothing & Footwear,95.551
1996-03,All Items,Housing & Utilities,69.651
1996-03,All Items,Household Durables & Services,84.303
1996-03,All Items,Health Care,57.289
1996-03,All Items,Transport,74.724
1996-03,All Items,Communication,122.026
1996-03,All Items,Recreation & Culture,89.496
1996-03,All Items,Education,47.082
1996-03,All Items,Miscellaneous Goods & Services,67.439
1996-04,All Items,Food,65.156
1996-04,All Items,Food Excl Food Serving Services,62.562
1996-04,All Items,Food Serving Services,67.149
1996-04,All Items,Clothing & Footwear,96.081
1996-04,All Items,Housing & Utilities,69.712
1996-04,All Items,Household Durables & Services,84.278
1996-04,All Items,Health Care,57.316
1996-04,All Items,Transport,74.06
1996-04,All Items,Communication,121.569
1996-04,All Items,Recreation & Culture,89.331
1996-04,All Items,Education,47.188
1996-04,All Items,Miscellaneous Goods & Services,67.518
1996-05,All Items,Food,65.58
1996-05,All Items,Food Excl Food Serving Services,63.33
1996-05,All Items,Food Serving Services,67.237
1996-05,All Items,Clothing & Footwear,95.832
1996-05,All Items,Housing & Utilities,69.749
1996-05,All Items,Household Durables & Services,84.287
1996-05,All Items,Health Care,57.619
1996-05,All Items,Transport,75.296
1996-05,All Items,Communication,121.569
1996-05,All Items,Recreation & Culture,89.677
1996-05,All Items,Education,47.188
1996-05,All Items,Miscellaneous Goods & Services,67.396
1996-06,All Items,Food,65.629
1996-06,All Items,Food Excl Food Serving Services,63.31
1996-06,All Items,Food Serving Services,67.353
1996-06,All Items,Clothing & Footwear,94.957
1996-06,All Items,Housing & Utilities,69.749
1996-06,All Items,Household Durables & Services,84.246
1996-06,All Items,Health Care,57.619
1996-06,All Items,Transport,75.502
1996-06,All Items,Communication,121.569
1996-06,All Items,Recreation & Culture,90.276
1996-06,All Items,Education,47.202
1996-06,All Items,Miscellaneous Goods & Services,67.692
1996-07,All Items,Food,66.029
1996-07,All Items,Food Excl Food Serving Services,63.906
1996-07,All Items,Food Serving Services,67.563
1996-07,All Items,Clothing & Footwear,92.918
1996-07,All Items,Housing & Utilities,69.872
1996-07,All Items,Household Durables & Services,84.093
1996-07,All Items,Health Care,57.485
1996-07,All Items,Transport,75.113
1996-07,All Items,Communication,121.674
1996-07,All Items,Recreation & Culture,89.992
1996-07,All Items,Education,48.119
1996-07,All Items,Miscellaneous Goods & Services,67.18
1996-08,All Items,Food,66.098
1996-08,All Items,Food Excl Food Serving Services,63.936
1996-08,All Items,Food Serving Services,67.668
1996-08,All Items,Clothing & Footwear,94.354
1996-08,All Items,Housing & Utilities,69.781
1996-08,All Items,Household Durables & Services,84.285
1996-08,All Items,Health Care,57.848
1996-08,All Items,Transport,75.089
1996-08,All Items,Communication,121.674
1996-08,All Items,Recreation & Culture,89.884
1996-08,All Items,Education,48.122
1996-08,All Items,Miscellaneous Goods & Services,67.497
1996-09,All Items,Food,65.977
1996-09,All Items,Food Excl Food Serving Services,63.606
1996-09,All Items,Food Serving Services,67.75
1996-09,All Items,Clothing & Footwear,95.214
1996-09,All Items,Housing & Utilities,69.781
1996-09,All Items,Household Durables & Services,84.314
1996-09,All Items,Health Care,57.988
1996-09,All Items,Transport,75.286
1996-09,All Items,Communication,121.313
1996-09,All Items,Recreation & Culture,89.743
1996-09,All Items,Education,48.127
1996-09,All Items,Miscellaneous Goods & Services,67.763
1996-10,All Items,Food,66.178
1996-10,All Items,Food Excl Food Serving Services,64.007
1996-10,All Items,Food Serving Services,67.757
1996-10,All Items,Clothing & Footwear,94.32
1996-10,All Items,Housing & Utilities,69.876
1996-10,All Items,Household Durables & Services,84.243
1996-10,All Items,Health Care,58.202
1996-10,All Items,Transport,75.332
1996-10,All Items,Communication,121.313
1996-10,All Items,Recreation & Culture,89.353
1996-10,All Items,Education,48.146
1996-10,All Items,Miscellaneous Goods & Services,67.628
1996-11,All Items,Food,65.988
1996-11,All Items,Food Excl Food Serving Services,63.512
1996-11,All Items,Food Serving Services,67.86
1996-11,All Items,Clothing & Footwear,94.656
1996-11,All Items,Housing & Utilities,70.149
1996-11,All Items,Household Durables & Services,84.152
1996-11,All Items,Health Care,58.186
1996-11,All Items,Transport,75.641
1996-11,All Items,Communication,121.313
1996-11,All Items,Recreation & Culture,90.383
1996-11,All Items,Education,48.149
1996-11,All Items,Miscellaneous Goods & Services,68.444
1996-12,All Items,Food,66.277
1996-12,All Items,Food Excl Food Serving Services,63.936
1996-12,All Items,Food Serving Services,68.018
1996-12,All Items,Clothing & Footwear,94.863
1996-12,All Items,Housing & Utilities,70.166
1996-12,All Items,Household Durables & Services,84.239
1996-12,All Items,Health Care,58.175
1996-12,All Items,Transport,75.917
1996-12,All Items,Communication,121.313
1996-12,All Items,Recreation & Culture,90.217
1996-12,All Items,Education,48.149
1996-12,All Items,Miscellaneous Goods & Services,68.362
1997-01,All Items,Food,66.35
1997-01,All Items,Food Excl Food Serving Services,64.081
1997-01,All Items,Food Serving Services,68.02
1997-01,All Items,Clothing & Footwear,95.991
1997-01,All Items,Housing & Utilities,70.46
1997-01,All Items,Household Durables & Services,84.27
1997-01,All Items,Health Care,58.217
1997-01,All Items,Transport,76.613
1997-01,All Items,Communication,120.04
1997-01,All Items,Recreation & Culture,89.189
1997-01,All Items,Education,48.36
1997-01,All Items,Miscellaneous Goods & Services,68.482
1997-02,All Items,Food,67.576
1997-02,All Items,Food Excl Food Serving Services,66.456
1997-02,All Items,Food Serving Services,68.133
1997-02,All Items,Clothing & Footwear,95.618
1997-02,All Items,Housing & Utilities,70.46
1997-02,All Items,Household Durables & Services,84.264
1997-02,All Items,Health Care,58.286
1997-02,All Items,Transport,76.157
1997-02,All Items,Communication,119.998
1997-02,All Items,Recreation & Culture,89.861
1997-02,All Items,Education,48.36
1997-02,All Items,Miscellaneous Goods & Services,68.228
1997-03,All Items,Food,66.612
1997-03,All Items,Food Excl Food Serving Services,64.612
1997-03,All Items,Food Serving Services,68.023
1997-03,All Items,Clothing & Footwear,96.34
1997-03,All Items,Housing & Utilities,70.468
1997-03,All Items,Household Durables & Services,84.178
1997-03,All Items,Health Care,58.293
1997-03,All Items,Transport,75.866
1997-03,All Items,Communication,119.998
1997-03,All Items,Recreation & Culture,89.218
1997-03,All Items,Education,48.477
1997-03,All Items,Miscellaneous Goods & Services,68.566
1997-04,All Items,Food,66.67
1997-04,All Items,Food Excl Food Serving Services,64.627
1997-04,All Items,Food Serving Services,68.121
1997-04,All Items,Clothing & Footwear,96.649
1997-04,All Items,Housing & Utilities,71.173
1997-04,All Items,Household Durables & Services,84.281
1997-04,All Items,Health Care,58.961
1997-04,All Items,Transport,76.656
1997-04,All Items,Communication,119.998
1997-04,All Items,Recreation & Culture,89.586
1997-04,All Items,Education,48.487
1997-04,All Items,Miscellaneous Goods & Services,68.507
1997-05,All Items,Food,66.788
1997-05,All Items,Food Excl Food Serving Services,64.864
